"title_clean","title","n_records","databases","years"
"spatial cognition a unique window to study cognitive aging","Spatial Cognition: A Unique Window to Study Cognitive Aging",2,"Embase","2013"
"spatial disorientation in alzheimers disease the missing path from virtual reality to real world","Spatial Disorientation in Alzheimer's Disease: The Missing Path From Virtual Reality to Real World.",2,"Embase+PubMed","2020"
"spatial learning and memory using a radial arm maze with a headmounted display","Spatial Learning and Memory Using a Radial Arm Maze with a Head-Mounted Display.",2,"Embase+PubMed","2018"
"spatial memory deficits in alzheimers disease and their connection to cognitive maps formation by place cells and grid cells","Spatial memory deficits in Alzheimer's disease and their connection to cognitive maps' formation by place cells and grid cells.",2,"Embase+PubMed","2023"
"spatial navigation in preclinical alzheimers disease","Spatial Navigation in Preclinical Alzheimer's Disease.",2,"Embase+PubMed","2016"
"spatial orientation assessment in the elderly a comprehensive review of current tests","Spatial Orientation Assessment in the Elderly: A Comprehensive Review of Current Tests.",2,"Embase+PubMed","2024"
"spatial orientation tasks show moderate to high accuracy for the diagnosis of mild cognitive impairment a systematic literature review","Spatial orientation tasks show moderate to high accuracy for the diagnosis of mild cognitive impairment: a systematic literature review.",2,"Embase+PubMed","2020"
"spatial reorientation decline in aging the combination of geometry and landmarks","Spatial reorientation decline in aging: the combination of geometry and landmarks.",2,"Embase+PubMed","2018"
"stimulatory effects of 4methylcatechol dopamine and levodopa on the expression of metallothioneiniii gif mrna in immortalized mouse brain glial cells vr2g","Stimulatory effects of 4-methylcatechol, dopamine and levodopa on the expression of metallothionein-III (GIF) mRNA in immortalized mouse brain glial cells (VR-2g).",2,"Embase+PubMed","1998"
"study of virtual reality for mild cognitive impairment a bibliometric analysis using citespace","Study of virtual reality for mild cognitive impairment: A bibliometric analysis using CiteSpace.",2,"Embase+PubMed","2022"
"supporting diverse challenges of ageing with digital enhanced living solutions","Supporting Diverse Challenges of Ageing with Digital Enhanced Living Solutions.",2,"Embase+PubMed","2018"
"synergy through integration of wearable eeg and virtual reality for mild cognitive impairment and mild dementia screening","Synergy Through Integration of Wearable EEG and Virtual Reality for Mild Cognitive Impairment and Mild Dementia Screening.",2,"Embase+PubMed","2022"
"synthetic review of financial capacity in cognitive disorders foundations interventions and innovations","Synthetic review of financial capacity in cognitive disorders: Foundations, interventions, and innovations.",2,"Embase+PubMed","2019"
"systematic bibliometric analysis of research hotspots and trends on the application of virtual reality in nursing","Systematic Bibliometric Analysis of Research Hotspots and Trends on the Application of Virtual Reality in Nursing.",2,"Embase+PubMed","2022"
"technological solutions for diagnosis management and treatment of alzheimers diseaserelated symptoms a structured review of the recent scientific literature","Technological Solutions for Diagnosis, Management and Treatment of Alzheimer's Disease-Related Symptoms: A Structured Review of the Recent Scientific Literature.",2,"Embase+PubMed","2022"
"technologyassisted cognitive motor dualtask rehabilitation in chronic agerelated conditions systematic review","Technology-Assisted Cognitive Motor Dual-Task Rehabilitation in Chronic Age-Related Conditions: Systematic Review.",2,"Embase+PubMed","2023"
"technologybased cognitive training and rehabilitation interventions for individuals with mild cognitive impairment a systematic review","Technology-based cognitive training and rehabilitation interventions for individuals with mild cognitive impairment: a systematic review.",2,"Embase+PubMed","2018"
"telemedicine and virtual reality for cognitive rehabilitation a roadmap for the covid19 pandemic","Telemedicine and Virtual Reality for Cognitive Rehabilitation: A Roadmap for the COVID-19 Pandemic.",2,"Embase+PubMed","2020"
"testing the effectivity of the mixed virtual reality training into dmentia for informal caregivers of people with dementia protocol for a longitudinal quasiexperimental study","Testing the effectivity of the mixed virtual reality training Into D'mentia for informal caregivers of people with dementia: protocol for a longitudinal, quasi-experimental study.",2,"Embase+PubMed","2017"
"the aerobic and cognitive exercise study aces for communitydwelling older adults with or atrisk for mild cognitive impairment mci neuropsychological neurobiological and neuroimaging outcomes of a randomized clinical trial","The Aerobic and Cognitive Exercise Study (ACES) for Community-Dwelling Older Adults With or At-Risk for Mild Cognitive Impairment (MCI): Neuropsychological, Neurobiological and Neuroimaging Outcomes of a Randomized Clinical Trial.",2,"Embase+PubMed","2018"
"the application and usefulness of virtual reality aimed at encouraging an understanding of and reducing and eliminating prejudice towards dementia patients among local residents","The application and usefulness of virtual reality aimed at encouraging an understanding of and reducing and eliminating prejudice towards dementia patients among local residents].",2,"Embase+PubMed","2019"
"the application of technology to improve cognition in older adults a review and suggestions for future directions","The application of technology to improve cognition in older adults: A review and suggestions for future directions.",2,"Embase+PubMed","2022"
"the cognitive difficulties scale cds psychometric characteristics in a clinical referral sample","The Cognitive Difficulties Scale (CDS): Psychometric Characteristics in a Clinical Referral Sample.",2,"Embase+PubMed","2021"
"the contribution of virtual reality to the diagnosis of spatial navigation disorders and to the study of the role of navigational aids a systematic literature review","The contribution of virtual reality to the diagnosis of spatial navigation disorders and to the study of the role of navigational aids: A systematic literature review.",2,"Embase+PubMed","2017"
"the current status and trends of research related to vestibular disorders vertigo and cognitive impairment in the elderly population a bibliometric analysis","The Current Status and Trends of Research Related to Vestibular Disorders, Vertigo, and Cognitive Impairment in the Elderly Population: A Bibliometric Analysis.",2,"Embase+PubMed","2024"
"the effect of a virtual realitybased intervention program on cognition in older adults with mild cognitive impairment a randomized control trial","The Effect of a Virtual Reality-Based Intervention Program on Cognition in Older Adults with Mild Cognitive Impairment: A Randomized Control Trial.",2,"Embase+PubMed","2020"
"the effect of immersion technology on the quality of life in older adults a systematic review","The Effect of Immersion Technology on the Quality of Life in Older Adults: A Systematic Review.",2,"Embase+PubMed","2025"
"the effect of reminiscence therapy using virtual reality on apathy in residential aged care multisite nonrandomized controlled trial","The Effect of Reminiscence Therapy Using Virtual Reality on Apathy in Residential Aged Care: Multisite Nonrandomized Controlled Trial.",2,"Embase+PubMed","2021"
"the effect of telehealth on alzheimers disease dementia and mild cognitive impairment a systematic review of clinical trials","The Effect of Telehealth on Alzheimer's Disease, Dementia and Mild Cognitive Impairment: A Systematic Review of Clinical Trials.",2,"Embase+PubMed","2026"
"the effectiveness of a virtual realitybased intervention on cognitive functions in older adults with mild cognitive impairment a singleblind randomized controlled trial","The Effectiveness of a Virtual Reality-Based Intervention on Cognitive Functions in Older Adults with Mild Cognitive Impairment: A Single-Blind, Randomized Controlled Trial.",2,"Embase+PubMed","2021"
"the effectiveness of a virtual realitybased tai chi exercise on cognitive and physical function in older adults with cognitive impairment","The Effectiveness of a Virtual Reality-Based Tai Chi Exercise on Cognitive and Physical Function in Older Adults with Cognitive Impairment.",2,"Embase+PubMed","2019"
"the effectiveness of digital technology interventions for cognitive function in older adults a systematic review and metaanalysis of randomized controlled trials","The effectiveness of digital technology interventions for cognitive function in older adults: a systematic review and meta-analysis of randomized controlled trials.",2,"Embase+PubMed","2025"
"the effectiveness of nursing interventions for elderly dementia patients based on virtual reality technology a systematic review and metaanalysis","The effectiveness of nursing interventions for elderly dementia patients based on virtual reality technology: A systematic review and meta-analysis.",2,"Embase+PubMed","2024"
"the effectiveness of virtual reality for people with mild cognitive impairment or dementia a metaanalysis","The effectiveness of virtual reality for people with mild cognitive impairment or dementia: a meta-analysis.",2,"Embase+PubMed","2019"
"the effects of a naturebased virtual reality program on emotional health and quality of life among older adults with dementia","The Effects of a Nature-based Virtual Reality Program on Emotional Health and Quality of Life among Older Adults with Dementia.",2,"Embase+PubMed","2023"
"the effects of virtual realitybased education on empathy and understanding of the physical environment for dementia care workers in australia a controlled study","The Effects of Virtual Reality-Based Education on Empathy and Understanding of the Physical Environment for Dementia Care Workers in Australia: A Controlled Study.",2,"Embase+PubMed","2021"
"the feasibility of using virtual reality and eye tracking in research with older adults with and without alzheimers disease","The Feasibility of Using Virtual Reality and Eye Tracking in Research With Older Adults With and Without Alzheimer's Disease.",2,"Embase+PubMed","2021"
"the growing use of virtual reality in cognitive rehabilitation fact fake or vision a scoping review","The Growing Use of Virtual Reality in Cognitive Rehabilitation: Fact, Fake or Vision? A Scoping Review.",2,"Embase+PubMed","2019"
"the influence of immigration on the mental health of those seeking psychiatric care in southern israel a comparison of new immigrants to veteran residents","The influence of immigration on the mental health of those seeking psychiatric care in southern Israel: a comparison of new immigrants to veteran residents.",2,"Embase+PubMed","2008"
"the multidisciplinary approach to alzheimers disease and dementia a narrative review of nonpharmacological treatment","The Multidisciplinary Approach to Alzheimer's Disease and Dementia. A Narrative Review of Non-Pharmacological Treatment.",2,"Embase+PubMed","2018"
"the paradigm and future value of the metaverse for the intervention of cognitive decline","The paradigm and future value of the metaverse for the intervention of cognitive decline.",2,"Embase+PubMed","2022"
"the picture interpretation test 360 a virtual reality screening tool for executive dysfunction and rehabilitation stratification in mild cognitive impairment","The Picture Interpretation Test 360°: A Virtual Reality Screening Tool for Executive Dysfunction and Rehabilitation Stratification in Mild Cognitive Impairment.",2,"Embase+PubMed","2026"
"the potential of immersive virtual reality for cognitive training in elderly","The Potential of Immersive Virtual Reality for Cognitive Training in Elderly.",2,"Embase+PubMed","2020"
"the potential of virtual realitybased multisensory interventions in enhancing cognitive function in mild cognitive impairment a systematic review","The Potential of Virtual Reality-Based Multisensory Interventions in Enhancing Cognitive Function in Mild Cognitive Impairment: A Systematic Review.",2,"Embase+PubMed","2025"
"the potential of virtual realitybased training to enhance the functional autonomy of alzheimers disease patients in cooking activities a single case study","The potential of virtual reality-based training to enhance the functional autonomy of Alzheimer's disease patients in cooking activities: A single case study.",2,"Embase+PubMed","2018"
"the relationship of topographical memory performance to regional neurodegeneration in alzheimers disease","The relationship of topographical memory performance to regional neurodegeneration in Alzheimer's disease.",2,"Embase+PubMed","2012"
"the role of immersive virtual reality in geriatric rehabilitation","The role of immersive virtual reality in geriatric rehabilitation.",2,"Embase+PubMed","2025"
"the role of semantic memory in prospective memory and episodic future thinking new insights from a case of semantic dementia","The role of semantic memory in prospective memory and episodic future thinking: new insights from a case of semantic dementia.",2,"Embase+PubMed","2021"
"the role of virtual reality in improving health outcomes for communitydwelling older adults systematic review","The Role of Virtual Reality in Improving Health Outcomes for Community-Dwelling Older Adults: Systematic Review.",2,"Embase+PubMed","2020"
"the role of virtual reality in screening diagnosing and rehabilitating spatial memory deficits","The Role of Virtual Reality in Screening, Diagnosing, and Rehabilitating Spatial Memory Deficits.",2,"Embase+PubMed","2021"
"the splithalf reliability and construct validity of the virtual realitybased path integration task in the healthy population","The Split-Half Reliability and Construct Validity of the Virtual Reality-Based Path Integration Task in the Healthy Population.",2,"Embase+PubMed","2022"
"the transparent minds methods of creation of 3d digital models from patient specific data","The transparent minds: methods of creation of 3D digital models from patient specific data.",2,"Embase+PubMed","2022"
"the use and effect of virtual reality as a nonpharmacological intervention for behavioural and psychological symptoms of dementia a systematic review and metaanalysis","The use and effect of virtual reality as a non-pharmacological intervention for behavioural and psychological symptoms of dementia: a systematic review and meta-analysis.",2,"Embase+PubMed","2025"
"the use of a virtual reality platform for the assessment of the memory decline and the hippocampal neural injury in subjects with mild cognitive impairment the validity of smart aging serious game sasg","The Use of a Virtual Reality Platform for the Assessment of the Memory Decline and the Hippocampal Neural Injury in Subjects with Mild Cognitive Impairment: The Validity of Smart Aging Serious Game (SASG).",2,"Embase+PubMed","2020"
"the use of digital technology in nonpharmacological cognitive and psychosocial interventions for people with dementia and mild cognitive impairment a scoping review","The use of digital technology in non-pharmacological cognitive and psychosocial interventions for people with dementia and mild cognitive impairment: A scoping review.",2,"Embase+PubMed","2026"
"the use of fully immersive virtual reality for screening neurodegenerative diseases a systematic review of behavioral and diagnostic outcomes","The use of fully immersive virtual reality for screening neurodegenerative diseases: A systematic review of behavioral and diagnostic outcomes.",2,"Embase+PubMed","2026"
"the use of immersive virtual reality in sensory sessions on a specialist dementia unit service evaluation of feasibility and acceptability","The Use of Immersive Virtual Reality in Sensory Sessions on a Specialist Dementia Unit: Service Evaluation of Feasibility and Acceptability.",2,"Embase+PubMed","2024"
"the use of immersive virtual reality technology in dementia care education for nursing students a scoping review protocol","The use of immersive virtual reality technology in dementia care education for nursing students: A scoping review protocol.",2,"Embase+PubMed","2026"
"the use of virtual reality as a perspectivetaking manipulation to improve selfawareness in alzheimers disease","The use of virtual reality as a perspective-taking manipulation to improve self-awareness in Alzheimer's disease.",2,"Embase+PubMed","2024"
"the use of virtual reality in screening for preclinical alzheimers disease a scoping review protocol","The use of virtual reality in screening for preclinical Alzheimer's disease: A scoping review protocol.",2,"Embase+PubMed","2023"
"the use of virtual realityreminiscence interventions in older adults living with dementia or cognitive impairment an integrative review","The Use of Virtual Reality-Reminiscence Interventions in Older Adults Living With Dementia or Cognitive Impairment: An Integrative Review.",2,"Embase+PubMed","2026"
"the utilization of naturebased virtual reality vr practice for the wellbeing of older adults with dementia","The Utilization of Nature-Based Virtual Reality (VR) Practice for the Wellbeing of Older Adults with Dementia",2,"Embase","2022"
"the virtual kitchen challengeversion 2 validation of a digital assessment of everyday function in older adults","The Virtual Kitchen Challenge-Version 2: Validation of a Digital Assessment of Everyday Function in Older Adults.",4,"Embase+PubMed","2025;2026"
"therapeutic gardens as a design approach for optimising the healing environment of patients with alzheimers disease and other dementias a narrative review","Therapeutic gardens as a design approach for optimising the healing environment of patients with Alzheimer's disease and other dementias: A narrative review.",2,"Embase+PubMed","2019"
"through alzheimers eyes a virtual pilot intervention for family caregivers of people with dementia","Through Alzheimer's Eyes: A Virtual Pilot Intervention for Family Caregivers of People with Dementia.",2,"Embase+PubMed","2024"
"touchscreen games to detect cognitive impairment in senior adults a userinteraction pilot study","Touchscreen games to detect cognitive impairment in senior adults. A user-interaction pilot study.",2,"Embase+PubMed","2019"
"transformation of flow in rehabilitation the role of advanced communication technologies","Transformation of flow in rehabilitation: the role of advanced communication technologies.",2,"Embase+PubMed","2006"
"triggering and measuring social inhibitory response in humans immersed in interactions with virtual humans","Triggering and measuring social inhibitory response in humans immersed in interactions with virtual humans",2,"Embase","2017"
"triggering postural movements with virtual reality technology in healthy young and older adults a crosssectional validation study for early dementia screening","Triggering Postural Movements With Virtual Reality Technology in Healthy Young and Older Adults: A Cross-Sectional Validation Study for Early Dementia Screening.",2,"Embase+PubMed","2020"
"two immersive virtual reality tasks for the assessment of spatial orientation in older adults with and without cognitive impairment concurrent validity group comparison and accuracy results","Two Immersive Virtual Reality Tasks for the Assessment of Spatial Orientation in Older Adults with and Without Cognitive Impairment: Concurrent Validity, Group Comparison, and Accuracy Results.",2,"Embase+PubMed","2022"
"ubiquitous health in practice the interreality paradigm","Ubiquitous health in practice: the interreality paradigm.",3,"Embase+PubMed","2011"
"understanding the intersection between hormonal dynamics and brain plasticity in alzheimers disease a narrative review for implementing new therapeutic strategies","Understanding the Intersection Between Hormonal Dynamics and Brain Plasticity in Alzheimer's Disease: A Narrative Review for Implementing New Therapeutic Strategies.",2,"Embase+PubMed","2025"
"unseen support the needs of alzheimers disease and related dementias secondary family caregivers and a way forward","Unseen support: The needs of Alzheimer's disease and related dementias' secondary family caregivers and a way forward.",2,"Embase+PubMed","2026"
"usability appeal and relevance of music and wellbeing training for carers of people with dementia a thinkaloud study","Usability, Appeal, and Relevance of Music and Wellbeing Training for Carers of People with Dementia: A Think-Aloud Study.",2,"Embase+PubMed","2024"
"usability issues of clinical and research applications of virtual reality in older people a systematic review","Usability Issues of Clinical and Research Applications of Virtual Reality in Older People: A Systematic Review.",2,"Embase+PubMed","2020"
"usability of an embodied cave system for spatial navigation training in mild cognitive impairment","Usability of an Embodied CAVE System for Spatial Navigation Training in Mild Cognitive Impairment.",2,"Embase+PubMed","2023"
"usability of virtual reality based bathroom safety education system for dementia caregiver a nielsen heuristics approach","Usability of Virtual Reality Based Bathroom Safety Education System for Dementia Caregiver: A Nielsen Heuristics Approach.",2,"Embase+PubMed","2025"
"use and impact of virtual reality simulation in dementia care education a scoping review","Use and impact of virtual reality simulation in dementia care education: A scoping review.",2,"Embase+PubMed","2020"
"use of digital health technologies for dementia care bibliometric analysis and report","Use of Digital Health Technologies for Dementia Care: Bibliometric Analysis and Report.",2,"Embase+PubMed","2025"
"use of immersive virtual reality in the assessment and treatment of alzheimers disease a systematic review","Use of Immersive Virtual Reality in the Assessment and Treatment of Alzheimer's Disease: A Systematic Review.",2,"Embase+PubMed","2020"
"use of virtual and augmented realitybased interventions in health education to improve dementia knowledge and attitudes an integrative review","Use of virtual and augmented reality-based interventions in health education to improve dementia knowledge and attitudes: an integrative review.",2,"Embase+PubMed","2021"
"use of virtual reality simulations to embody a patient exploring the impact on nursing students confidence feelings and perceptions","Use of Virtual Reality Simulations to Embody a Patient: Exploring the Impact on Nursing Students' Confidence, Feelings, and Perceptions.",2,"Embase+PubMed","2024"
"use of virtual reality to improve spatial orientation in alzheimers disease and mild cognitive impairment a systematic review","Use of Virtual Reality to Improve Spatial Orientation in Alzheimer's Disease and Mild Cognitive Impairment: A Systematic Review.",2,"Embase+PubMed","2024"
"user experience during an immersive virtual realitybased cognitive task a comparison between estonian and italian older adults with mci","User Experience during an Immersive Virtual Reality-Based Cognitive Task: A Comparison between Estonian and Italian Older Adults with MCI.",2,"Embase+PubMed","2022"
"user experience in virtual reality vr applications for elderly people with cognitive impairment and dementia a scoping review","User Experience in Virtual Reality (VR) Applications for Elderly People with Cognitive Impairment and Dementia: A Scoping Review.",2,"Embase+PubMed","2024"
"using second life to teach health professions students about alzheimers disease a comprehensive review","Using second life to teach health professions students about Alzheimer's Disease: A comprehensive review.",2,"Embase+PubMed","2023"
"using virtual reality for cognitive training of the elderly","Using virtual reality for cognitive training of the elderly.",2,"Embase+PubMed","2015"
"using virtual reality in medical education to teach empathy","Using virtual reality in medical education to teach empathy.",2,"Embase+PubMed","2018"
"using virtual reality in the care of older adults with dementia a randomized controlled trial","Using Virtual Reality in the Care of Older Adults With Dementia: A Randomized Controlled Trial.",2,"Embase+PubMed","2023"
"using virtual reality to characterize episodic memory profiles in amnestic mild cognitive impairment and alzheimers disease influence of active and passive encoding","Using virtual reality to characterize episodic memory profiles in amnestic mild cognitive impairment and Alzheimer's disease: influence of active and passive encoding.",2,"Embase+PubMed","2012"
"using virtual reality to distinguish subjects with multiple but not singledomain amnestic mild cognitive impairment from normal elderly subjects","Using virtual reality to distinguish subjects with multiple- but not single-domain amnestic mild cognitive impairment from normal elderly subjects.",2,"Embase+PubMed","2018"
"using virtual reality to improve apathy in residential aged care mixed methods study","Using Virtual Reality to Improve Apathy in Residential Aged Care: Mixed Methods Study.",2,"Embase+PubMed","2020"
"using virtual reality to improve the quality of life of older adults with cognitive impairments and their family members who live at a distance","Using Virtual Reality to Improve the Quality of Life of Older Adults with Cognitive Impairments and their Family Members who Live at a Distance.",2,"Embase+PubMed","2023"
"validation and comparison of virtual reality and 3d mobile games for cognitive assessment against aceiii in 82 young participants","Validation and comparison of virtual reality and 3D mobile games for cognitive assessment against ACE-III in 82 young participants.",2,"Embase+PubMed","2024"
"validation of an automated scoring algorithm that assesses eye exploration in a 3dimensional virtual reality environment using eyetracking sensors","Validation of an Automated Scoring Algorithm That Assesses Eye Exploration in a 3-Dimensional Virtual Reality Environment Using Eye-Tracking Sensors.",2,"Embase+PubMed","2025"
"vascular and metabolic reserve in alzheimers disease","Vascular and metabolic reserve in Alzheimer's disease.",2,"Embase+PubMed","2000"
"vascular risk modulates the relationship between cerebral amyloid deposition and subjective memory complaints","Vascular risk modulates the relationship between cerebral amyloid deposition and subjective memory complaints.",2,"Embase+PubMed","2019"
"verbal reasoning impairment in parkinsons disease","Verbal Reasoning Impairment in Parkinson's Disease.",2,"Embase+PubMed","2022"
"virtual action planning in parkinsons disease a control study","Virtual action planning in Parkinson's disease: a control study.",2,"Embase+PubMed","2006"
"virtual and augmented reality games in dementia care systematic and bibliographic review","Virtual and Augmented Reality Games in Dementia Care: Systematic and Bibliographic Review.",2,"Embase+PubMed","2025"
"virtual environments in the diagnosis prevention and intervention of agerelated diseases a review of vr scenarios proposed in the ec veteran project","Virtual environments in the diagnosis, prevention, and intervention of age-related diseases: a review of VR scenarios proposed in the EC VETERAN Project.",2,"Embase+PubMed","1999"
"virtual hospitala computeraided platform to evaluate the sense of direction","Virtual hospital--a computer-aided platform to evaluate the sense of direction.",3,"Embase+PubMed","2007"
"virtual multiple errands test vmet a virtual realitybased tool to detect early executive functions deficit in parkinsons disease","Virtual multiple errands test (VMET): a virtual reality-based tool to detect early executive functions deficit in Parkinson's disease.",2,"Embase+PubMed","2014"
"virtual navigation tested on a mobile app is predictive of realworld wayfinding navigation performance","Virtual navigation tested on a mobile app is predictive of real-world wayfinding navigation performance.",2,"Embase+PubMed","2019"
"virtual reality and dementia","Virtual reality and dementia].",3,"Embase+PubMed","2018"
"virtual reality and realtime neurofeedback functional mri a breakthrough in foreseeing alzheimers disease","Virtual reality and real-time neurofeedback functional MRI: a breakthrough in foreseeing Alzheimer's disease?",3,"Embase+PubMed","2020"
"virtual reality and serious videogamebased instruments for assessing spatial navigation in alzheimers disease a systematic review of psychometric properties","Virtual Reality and Serious Videogame-Based Instruments for Assessing Spatial Navigation in Alzheimer's Disease: A Systematic Review of Psychometric Properties.",2,"Embase+PubMed","2025"
"virtual reality applications based on instrumental activities of daily living iadls for cognitive intervention in older adults a systematic review","Virtual reality applications based on instrumental activities of daily living (iADLs) for cognitive intervention in older adults: a systematic review.",2,"Embase+PubMed","2023"
"virtual reality as a complementary therapy in the rehabilitation of balance and gait disorders in patients with mild cognitive impairment and alzheimers disease systematic review","Virtual reality as a complementary therapy in the rehabilitation of balance and gait disorders in patients with mild cognitive impairment and Alzheimer's disease: Systematic review.",2,"Embase+PubMed","2025"
"virtual reality as a tool for the prevention diagnosis and treatment of cognitive impairment in the elderly a systematic review","Virtual reality as a tool for the prevention, diagnosis and treatment of cognitive impairment in the elderly: a systematic review].",2,"Embase+PubMed","2020"
"virtual reality combined with psychoeducation to improve emotional wellbeing in informal caregivers of alzheimers disease patients rationale and study design of a randomized controlled trial","Virtual Reality Combined With Psychoeducation to Improve Emotional Well-Being in Informal Caregivers of Alzheimer's Disease Patients: Rationale and Study Design of a Randomized Controlled Trial.",2,"Embase+PubMed","2024"
"virtual reality education for dementia care a scoping review protocol","Virtual reality education for dementia care: a scoping review protocol.",2,"Embase+PubMed","2020"
"virtual reality exergames for improving older adults cognition and depression a systematic review and metaanalysis of randomized control trials","Virtual Reality Exergames for Improving Older Adults' Cognition and Depression: A Systematic Review and Meta-Analysis of Randomized Control Trials.",2,"Embase+PubMed","2021"
"virtual reality experience intervention may reduce responsive behaviors in nursing home residents with dementia a case series","Virtual Reality Experience Intervention May Reduce Responsive Behaviors in Nursing Home Residents with Dementia: A Case Series.",2,"Embase+PubMed","2021"
"virtual reality for clinical assessment of elderly people early screening for dementia","Virtual reality for clinical assessment of elderly people: early screening for dementia].",2,"Embase+PubMed","2012"
"virtual reality for screening of cognitive function in older persons comparative study","Virtual Reality for Screening of Cognitive Function in Older Persons: Comparative Study.",2,"Embase+PubMed","2019"
"virtual reality for the assessment of frontotemporal dementia a feasibility study","Virtual reality for the assessment of frontotemporal dementia, a feasibility study.",2,"Embase+PubMed","2015"
"virtual reality for therapeutic recreation in dementia hospice care a feasibility study","Virtual Reality for Therapeutic Recreation in Dementia Hospice Care: A Feasibility Study.",2,"Embase+PubMed","2020"
"virtual reality functional capacity assessment tool vrfcatsl in parkinsons disease","Virtual Reality Functional Capacity Assessment Tool (VRFCAT-SL) in Parkinson's Disease.",2,"Embase+PubMed","2021"
"virtual reality in assessing the supportive environment that promotes navigability of persons with alzheimers disease","Virtual Reality in Assessing the Supportive Environment that Promotes Navigability of Persons with Alzheimer's disease.",2,"Embase+PubMed","2015"
"virtual reality in the diagnostic and therapy for mental disorders a systematic review","Virtual reality in the diagnostic and therapy for mental disorders: A systematic review.",2,"Embase+PubMed","2022"
"virtual reality interventions and their effects on the cognition of individuals with alzheimers disease a systematic review and metaanalysis","Virtual reality interventions and their effects on the cognition of individuals with Alzheimer's disease: A systematic review and meta-analysis.",2,"Embase+PubMed","2025"
"virtual reality interventions for older adults with mild cognitive impairment systematic review and metaanalysis of randomized controlled trials","Virtual Reality Interventions for Older Adults With Mild Cognitive Impairment: Systematic Review and Meta-Analysis of Randomized Controlled Trials.",2,"Embase+PubMed","2025"
"virtual reality meets noninvasive brain stimulation integrating two methods for cognitive rehabilitation of mild cognitive impairment","Virtual Reality Meets Non-invasive Brain Stimulation: Integrating Two Methods for Cognitive Rehabilitation of Mild Cognitive Impairment.",2,"Embase+PubMed","2020"
"virtual reality navigation for the early detection of alzheimers disease","Virtual reality navigation for the early detection of Alzheimer's disease.",3,"Embase+PubMed","2025"
"virtual reality program to develop dementiafriendly communities in japan","Virtual reality program to develop dementia-friendly communities in Japan.",2,"Embase+PubMed","2020"
"virtual reality reminiscence intervention for elderly people with cognitive and mood disorders","Virtual reality reminiscence intervention for elderly people with cognitive and mood disorders].",2,"Embase+PubMed","2025"
"virtual reality simulations in nurse education a systematic mapping review","Virtual reality simulations in nurse education: A systematic mapping review.",2,"Embase+PubMed","2021"
"virtual reality tolerability sense of presence and usability in huntington disease a pilot study","Virtual reality tolerability, sense of presence and usability in Huntington disease: a pilot study.",2,"Embase+PubMed","2025"
"virtual reality vrbased environmental enrichment in older adults with mild cognitive impairment mci and mild dementia","Virtual Reality (VR)-Based Environmental Enrichment in Older Adults with Mild Cognitive Impairment (MCI) and Mild Dementia.",2,"Embase+PubMed","2021"
"virtual reality zoo therapy for alzheimers disease using realtime gesture recognition","Virtual Reality Zoo Therapy for Alzheimer's Disease Using Real-Time Gesture Recognition.",2,"Embase+PubMed","2021"
"virtual realityassisted pain anxiety and anger management in the emergency department","Virtual Reality-Assisted Pain, Anxiety, and Anger Management in the Emergency Department.",2,"Embase+PubMed","2019"
"virtual realitybased cognitive and physical interventions in cognitive impairment a network metaanalysis of immersion level effects","Virtual Reality-Based Cognitive and Physical Interventions in Cognitive Impairment: A Network Meta-Analysis of Immersion Level Effects.",2,"Embase+PubMed","2025"
"virtual realitybased cognitive stimulation on people with mild to moderate dementia due to alzheimers disease a pilot randomized controlled trial","Virtual Reality-Based Cognitive Stimulation on People with Mild to Moderate Dementia due to Alzheimer's Disease: A Pilot Randomized Controlled Trial.",2,"Embase+PubMed","2021"
"virtual realitybased cognitive training for mci in the elderly a feasibility randomised pilot study","Virtual reality-based cognitive training for MCI in the elderly: A feasibility randomised pilot study.",2,"Embase+PubMed","2025"
"virtual realitybased cognitive training in mild cognitive impairment a systematic review","Virtual reality-based cognitive training in mild cognitive impairment: a systematic review.",2,"Embase+PubMed","2026"
"virtual realitybased cognitivemotor training for middleaged adults at high alzheimers disease risk a randomized controlled trial","Virtual reality-based cognitive-motor training for middle-aged adults at high Alzheimer's disease risk: A randomized controlled trial.",2,"Embase+PubMed","2018"
"virtual realitybased cognitivemotor training in middleaged adults at high alzheimers disease risk improves frontal cortex cerebral blood flow a randomized controlled trial","Virtual reality-based cognitive-motor training in middle-aged adults at high Alzheimer's disease risk improves frontal cortex cerebral blood flow: A randomized controlled trial.",2,"Embase+PubMed","2026"
"virtual realitybased dementia educational programmes for formal and informal caregivers of people with dementia a scoping review","Virtual reality-based dementia educational programmes for formal and informal caregivers of people with dementia: A scoping review.",2,"Embase+PubMed","2026"
"virtual realitybased education program for managing behavioral and psychological symptoms of dementia development and feasibility test","Virtual Reality-Based Education Program for Managing Behavioral and Psychological Symptoms of Dementia: Development and Feasibility Test.",2,"Embase+PubMed","2024"
"virtual realitybased interventions for individuals with dementia a potential further treatment and new perspectives","Virtual reality-based interventions for individuals with dementia: A potential further treatment and new perspectives.",2,"Embase+PubMed","2025"
"virtual realitybased monitoring test for mci a multicenter feasibility study","Virtual reality-based monitoring test for MCI: A multicenter feasibility study.",2,"Embase+PubMed","2023"
"virtual realitybased music attention training for acquired brain injury a randomized crossover study","Virtual reality-based music attention training for acquired brain injury: A randomized crossover study.",2,"Embase+PubMed","2024"
