label,screening_id,database,title,abstract,author,year,journal,publication_type,doi_clean,pmid_clean,psychosocial_priority,screening_decision,exclusion_reason,screening_notes,screened_abstracts,note,notes,suggested_decision,suggested_reason_code,screening_confidence,screening_rationale,screening_rule_flags,manual_review_required,screening_method,possible_report_family,citation_mining_candidate
VRD0560|A Physical Rehabilitation Approach for Parkinson's Disease: A Systematic Literature Review.,VRD0560,PubMed,A Physical Rehabilitation Approach for Parkinson's Disease: A Systematic Literature Review.,"Parkinson's disease (PD) is one of the most common neurological ailments. With diverse motor affectations (postural instability, resting tremor, bradykinesia, and rigidity), people with Parkinson's disease (PwP) have a broad spectrum of non-motor symptoms. These include autonomic function changes, cognitive deterioration, neuropsychiatric difficulties, and sleep interruptions. Psychological disturbances, such as anxiety and sadness, are common among PwP. This discomfort is often accompanied by a decrease in general functioning, both at work and in social contacts. Furthermore, people who are experiencing psychological distress have a quick decrease in both physical and cognitive capacities. Furthermore, Pwp who also suffer from anxiety and depression are more likely to acquire dementia. It is worth noting that studies have shown good outcomes in the treatment of physical disabilities in PWP and the various therapeutics available for each affected body part, such as in the legs when they have walking problems, resting tremor in their hands, or micrography, which is a common symptom in these patients. The medical research databases PubMed/Medline, Google Scholar, and the Cochrane Library were used to look for relevant materials. Upon meticulous scrutiny, a thorough investigation was conducted on the papers at hand. A total of 10 publications were meticulously selected based on stringent qualifying criteria. The present investigation examines various perspectives regarding the physical rehabilitation of individuals diagnosed with PD. The majority of therapeutic interventions employed revolve around cutting-edge technologies, such as virtual reality (VR), combined with exercise regimens. These interventions have demonstrated notable statistical significance in terms of enhancing various physical aspects, including endurance, performance, gait capacity, perception, and overall independence in daily life activities. One of the gathered studies makes use of the therapeutic benefits of yoga to help PwP deal with their anxiety and improve their mental health. Based on the aforementioned information, further investigation is required to ascertain the optimal approach for physical rehabilitation management and develop diverse strategies aimed at assisting individuals with PD in attaining physical autonomy.",Tobar A; Jaramillo AP; Costa SC; Costa KT; Garcia SS,NA,Cureus,Journal Article; Review,NA,37809151,TRUE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Review/bibliometric study; no primary intervention data; retain for background and citation searching,dementia_population; vr_technology; psychosocial_component; intervention_language; review; assessment_language; physical_or_cognitive_training,no,rule_based_triage,,yes
VRD0038|A Survey of Alzheimer's Disease Early Diagnosis Methods for Cognitive Assessment.,VRD0038,PubMed,A Survey of Alzheimer's Disease Early Diagnosis Methods for Cognitive Assessment.,"Dementia is a syndrome that is characterised by the decline of different cognitive abilities. A high rate of deaths and high cost for detection, treatments, and patients care count amongst its consequences. Although there is no cure for dementia, a timely diagnosis helps in obtaining necessary support, appropriate medication, and maintenance, as far as possible, of engagement in intellectual, social, and physical activities. The early detection of Alzheimer Disease (AD) is considered to be of high importance for improving the quality of life of patients and their families. In particular, Virtual Reality (VR) is an expanding tool that can be used in order to assess cognitive abilities while navigating through a Virtual Environment (VE). The paper summarises common AD screening and diagnosis techniques focusing on the latest approaches that are based on Virtual Environments, behaviour analysis, and emotions recognition, aiming to provide more reliable and non-invasive diagnostics at home or in a clinical environment. Furthermore, different AD diagnosis evaluation methods and metrics are presented and discussed together with an overview of the different datasets.",Fernández Montenegro JM; Villarini B; Angelopoulou A; Kapetanios E; Garcia-Rodriguez J; Argyriou V,2020,"Sensors (Basel, Switzerland)",Journal Article; Review,10.3390/s20247292,33353076,TRUE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Review/bibliometric study; no primary intervention data; retain for background and citation searching,dementia_population; vr_technology; psychosocial_component; intervention_language; review; assessment_language; title_dementia_population; clear_assessment_title,no,rule_based_triage,,yes
VRD0056|A Virtual Reality Intervention to Reduce Dementia-Related Agitation Using Single-Case Design.,VRD0056,PubMed,A Virtual Reality Intervention to Reduce Dementia-Related Agitation Using Single-Case Design.,"OBJECTIVES: The primary objective of this study was to use a single-case design to evaluate the utility of a VR intervention to reduce agitation behaviors in two female participants with a diagnosis of dementia. METHODS: A single-case research design with an ideographic approach was selected given the novelty of this intervention. A blended single case experimental design was used combining the Multiple-baseline design across individuals with a reversal design to examine the effects of VR nature scenes on agitation. Visual analysis was used to determine changes in mean, level, and latency of the behaviors. RESULTS: For both participants, a significant decrease in their respective agitation behaviors was observed during intervention phases. CONCLUSIONS: This study provides preliminary evidence of the utility of VR as a brief and effective intervention to decrease agitation in individuals with dementia. CLINICAL IMPLICATIONS: These initial, promising results may help caregivers improve the quality of life for dementia patients. Further, the brevity of the intervention makes this a practical tool for care providers working in clinical settings. The primary objective of this study was to use a single-case design to evaluate the utility of a VR intervention to reduce agitation behaviors in two female participants with a diagnosis of dementia.",Walden A; Feliciano L,2022,Clinical gerontologist,Journal Article,10.1080/07317115.2021.1954121,34346857,TRUE,NA,NA,NA,NA,,,selected,potentially_eligible,high,"Curated title/abstract review: likely dementia VR psychosocial, social, emotional, reminiscence, or implementation study; proceed to full text",dementia_population; vr_technology; psychosocial_component; intervention_language; assessment_language; title_dementia_population; title_vr_technology; title_psychosocial_component; patient_participant_phrase,yes,curated_title_abstract_review,,no
VRD0299|A brief essay on non-pharmacological treatment of Alzheimer's disease.,VRD0299,PubMed,A brief essay on non-pharmacological treatment of Alzheimer's disease.,"Current pharmacological therapies for Alzheimer's disease (AD) do not modify its course and are not always beneficial. Therefore, the optimization of quality of life represents the best possible outcome achievable in all stages of the disease. Cognitive and behavioural rehabilitation represents the main therapeutic approach for this purpose, also in order to mitigate indirectly the burden of distress of family caregivers. The aim of this mini-review is to go through this theme by discussing cognitive activation, virtual reality and neuromodulation techniques. The practices summarized in this essay are not alternative but, often, complementary therapies to standardized pharmacological treatment. The present mini-review has found encouraging results but also the need for more conclusive evidence for all types of non-invasive/non-pharmacological treatment of AD.",Raggi A; Tasca D; Ferri R,2017,Reviews in the neurosciences,Journal Article,10.1515/revneuro-2017-0002,28422708,TRUE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit psychosocial or interpersonal VR intervention identified,dementia_population; vr_technology; psychosocial_component; intervention_language; title_dementia_population,no,rule_based_triage,,no
VRD0541|A culturally tailored virtual intervention for Alzheimer's family caregivers: Addressing practical challenges and future directions.,VRD0541,PubMed,A culturally tailored virtual intervention for Alzheimer's family caregivers: Addressing practical challenges and future directions.,"BACKGROUND: As interest in virtual care delivery grows, few studies have rigorously explored the real world implementation challenges of culturally tailored, technology-based interventions for Asian American caregivers of persons living with Alzheimer's Disease (PLAD). This study aims to identify and examine key practical barriers to implementing such interventions and to inform the development of more effective and sustainable virtual support programs. METHODS: This study draws on an ongoing virtual intervention targeting Asian American caregivers of PLAD. Data sources include weekly research diaries maintained by intervention team members and meeting minutes from regular team discussions. A simple content analysis was conducted to identify recurring themes and challenges faced during implementation. RESULTS: Seven major challenges were identified: (a) difficulties in retention; (b) concerns regarding participant authenticity and fraudulent cases; (c) technological barriers and challenges with virtual reality (VR) features; (d) variability in cultural tailoring needs; (e) stigma and challenges in building rapport; (f) time zone and geographic constraints; and (g) limited resources available for Asian American caregivers. To address these issues, recommended strategies include: flexible and supportive delivery with progress tracking, multilayered participant verification and education, technical support and intuitive design, bicultural perspectives and ongoing training, trust-building and encouragement of help-seeking behaviors, prioritizing time zone compatibility and providing flexible engagement options, and advocacy for expanded caregiver resources. CONCLUSIONS: Practical and cultural challenges must be addressed when designing and delivering technology-based interventions. Incorporating these considerations can enhance caregiver resilience, improve engagement, and support better outcomes for Asian American families affected by AD.",Kim D; Ryu S; Chee W; Im EO,NA,Archives of gerontology and geriatrics plus,Journal Article,NA,42158807,TRUE,NA,NA,NA,NA,,,excluded,wrong_intervention,medium,No explicit psychosocial or interpersonal VR intervention identified,dementia_population; vr_technology; psychosocial_component; intervention_language; title_dementia_population,no,rule_based_triage,,no
VRD0621|A data-centric artificial intelligent and extended reality technology in smart healthcare systems.,VRD0621,PubMed,A data-centric artificial intelligent and extended reality technology in smart healthcare systems.,"Extended reality (XR) solutions are quietly maturing, and their novel use cases are already being investigated, particularly in the healthcare industry. By 2022, the extended reality market is anticipated to be worth $209 billion. Certain diseases, such as Alzheimer's, Schizophrenia, Stroke rehabilitation stimulating specific areas of the patient's brain, healing brain injuries, surgeon training, realistic 3D visualization, touch-free interfaces, and teaching social skills to children with autism, have shown promising results with XR-assisted treatments. Similar effects have been used in video game therapies like Akili Interactive's EndeavorRx, which has previously been approved by the Food and Drug Administration (FDA) as a treatment regimen for children with attention deficit hyperactivity disorder (ADHD). However, while these improvements have received positive feedback, the field of XR-assisted patient treatment is in its infancy. The growth of XR in the healthcare sphere has the potential to transform the delivery of medical services. Imagine an elderly patient in a remote setting having a consultation with a world-renowned expert without ever having to leave their house. Rather than operating on cadavers in a medical facility, a surgical resident does surgery in a virtual setting at home. On the first try, a nurse uses a vein finder to implant an IV. Through cognitive treatment in a virtual world, a war veteran recovers from post-traumatic stress disorder (PTSD). The paper discusses the potential impact of XR in transforming the healthcare industry, as well as its use cases, challenges, XR tools and techniques for intelligent health care, recent developments of XR in intelligent healthcare services, and the potential benefits and future aspects of XR techniques in the medical domain.",Shaikh TA; Dar TR; Sofi S,NA,Social network analysis and mining,Journal Article; Review,NA,36065420,TRUE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Review/bibliometric study; no primary intervention data; retain for background and citation searching,dementia_population; vr_technology; psychosocial_component; intervention_language; review,no,rule_based_triage,,yes
VRD0459|A feasibility study on the efficacy of a VR-based mindfulness intervention for dementia caregivers in the home environment: A pilot randomized control trial protocol.,VRD0459,PubMed,A feasibility study on the efficacy of a VR-based mindfulness intervention for dementia caregivers in the home environment: A pilot randomized control trial protocol.,"BACKGROUND: Dementia affects over 50 million people worldwide, with numbers projected to triple by 2050. Informal caregivers-predominantly family members-provide the majority of daily care and exhibit disproportionately high rates of psychological distress, depressive symptoms, and perceived burden. Although mindfulness-based interventions (MBIs) have consistently demonstrated moderate-to-large effect sizes for improving caregiver mental health, traditional delivery modalities-face-to-face sessions or audio-guided home practice-are frequently constrained by low adherence, scheduling conflicts, and limited ecological validity within domestic settings. Immersive virtual reality (VR) technology offers a novel platform that can simulate restorative natural environments, minimise external distractions, and standardise mindfulness instructions while preserving temporal flexibility for users. Emerging evidence from non-caregiver populations suggests that VR-based MBIs may enhance engagement, retention, and affective outcomes compared with audio-only equivalents; however, data specific to dementia caregivers remain absent. This pilot study aims to explore the feasibility, acceptability, and effectiveness of a VR-based MBI in improving psychological status and caregiver-recipient relationship dementia caregivers. METHODS: This is a 3-arm, parallel, single-blinded, pilot randomised control trial comparing VR-based MBI with audio-based MBI and care-as-usual. The target sample includes 90 caregivers of community-dwelling persons with dementia. Each arm (n = 30) will receive an eight-week exercise with instructions, with outcome assessment at baseline, post-treatment, and a 2-month follow-up. Qualitative interviews will also be conducted to assess the feasibility and acceptance. The VR-based MBI group will engage in mindfulness exercises using a mobile app and VR technology, incorporating different natural environments. The primary outcome is the caregivers' psychological status regarding depression, anxiety, and stress. The secondary outcomes include caregiver burden, mindfulness level, quality of life and caregiver-recipient relationship. Following intention-to-treat analysis, quantitative data on effectiveness will be analysed using between-group t-tests and group-by-time effect size (Cohen's d). A six-step thematic analysis will be utilized for qualitative data. CONCLUSION: The proposed intervention is expected to improve the psychological status of caregivers of people with dementia. The research may be helpful in promoting the well-being of people suffering from other psychological issues in the future. TRIAL REGISTRATION: ClinicalTrials.gov NCT07103434.",Wang Q; Yu D; Wong G; Zhang D; Knapp M; Amoah PA; Li J; Shi C,2026,PloS one,Clinical Trial Protocol; Journal Article,10.1371/journal.pone.0347988,42054400,TRUE,NA,NA,NA,NA,,,excluded,wrong_population,medium,"VR intervention targets caregivers, staff, students, or the public rather than people with dementia",dementia_population; vr_technology; psychosocial_component; intervention_language; assessment_language; title_dementia_population; title_vr_technology; title_psychosocial_component; patient_participant_phrase,no,curated_title_abstract_review,,no
VRD0778|A meta-review and synthesis of the effectiveness of psychosocial interventions for people living with dementia nearing the end of life and their family carers,VRD0778,Embase,A meta-review and synthesis of the effectiveness of psychosocial interventions for people living with dementia nearing the end of life and their family carers,NA,NA,2025,Int. Psychogeriatr,NA,10.1016/j.inpsyc.2025.100068,NA,TRUE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Review/bibliometric study; no primary intervention data,dementia_population; psychosocial_component; intervention_language; review; missing_abstract; title_dementia_population; title_psychosocial_component; patient_participant_phrase,no,rule_based_triage,,no
VRD0458|A multi-site randomized clinical trial of socially assistive robots on engaging older adults with cognitive impairment residing in long-term care settings: A protocol paper.,VRD0458,PubMed,A multi-site randomized clinical trial of socially assistive robots on engaging older adults with cognitive impairment residing in long-term care settings: A protocol paper.,"Apathy is common in persons with dementias, especially those in long-term care facilities (LTCs). Few pharmacologic options exist; a major strategy is to foster engagement in social, physical, and cognitive activities, but requires extensive personnel time. Non-immersive virtual environments (VE) combined with socially assistive robots (VE-SARs) can support LTC staff. We are conducting a randomized multi-site clinical trial to compare the effect of usual care (UC) to VE-SAR + UC on reducing apathy (primary outcome) among 188 older adults with cognitive impairment and enhancing executive cognitive function (secondary outcome). Eligibility of state-licensed LTCs include an hour's drive from the principal investigators' offices, activity personnel willing to interact with research staff, certified by the U.S. Centers for Medicare and Medicaid, and physical space for equipment storage and robot set-up. Eligibility for older adults include age ≥ 60 years, LTC residance >3 months, evidence of mild cognitive impairment or dementia, and symptoms of apathy. Older adults randomized to VE-SAR + UC are paired and participate in twice-weekly sessions for 8 weeks. Staff are interviewed using the Apathy Evaluation Scale-Clinician for apathy ratings. Older adults are interviewed on executive cognitive function using the Trail Making Tests A and B and Animal Naming Test. Data are collected at baseline, Week 4, and Week 8. Field notes are taken throughout and sessions are videorecorded. We will use mixed-effects linear modeling for repeated measures to model apathy as a function of fixed-effects of intervention (VE-SAR + UC vs. UC), time, and intervention by time interaction, adjusting for covariates (e.g., baseline cognitive function).",Tate JA; Mion LC; Migovich M; Ghosh R; Khan N; Kilpatrick A; Scharre DW; Newhouse PA; Maxwell CA; Tan A; Sarkar N,2025,Contemporary clinical trials,"Clinical Trial Protocol; Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.",10.1016/j.cct.2025.107980,40482961,TRUE,NA,NA,NA,NA,,,excluded,wrong_study_design,high,Protocol/registered report without completed intervention results,dementia_population; vr_technology; psychosocial_component; intervention_language; protocol; mci_language; title_psychosocial_component,no,rule_based_triage,,yes
VRD0431|A multicomponent dementia education and support program for family caregivers: A randomized controlled trial.,VRD0431,PubMed,A multicomponent dementia education and support program for family caregivers: A randomized controlled trial.,"OBJECTIVES: This study evaluated the effectiveness of a multicomponent dementia education and support program on dementia knowledge, attitudes, empathy, self-efficacy in managing behavioral and psychological symptoms of dementia (BPSD), and caregiver burden among family caregivers. DESIGN: An assessor-blind randomized controlled trial. SETTING: Dementia community day service centers. PARTICIPANTS: Ninety-two family caregivers were recruited from dementia community day service centers. Eligible participants were aged 20 years or older and had provided care to a relative with dementia living at home for at least 3 months. INTERVENTION: Participants were randomly assigned to either the intervention group, which received a multicomponent dementia education and support program comprising 360-degree video-based virtual reality (VR) activities, and self-guided dementia care e-book modules, in addition to the routine dementia care manual and support group meetings (n = 46), or the active control group, which received the routine dementia care manual and support group meetings without VR or e-book components (n = 46). MEASUREMENTS: Participants were assessed for dementia knowledge, attitudes toward people with dementia, empathy, self-efficacy in managing BPSD, and caregiver burden were assessed at baseline, immediately after the intervention, and at the 1-month follow-up. RESULTS: GEE analysis showed significant overall group × time interactions for dementia knowledge, Self-efficacy in managing BPSD, and caregiver burden. No significant overall group × time interaction was observed for attitudes toward people with dementia or empathy; however, a significant between-group difference in attitudes was observed at T2 only, whereas empathy showed comparable patterns of increase over time between groups. CONCLUSIONS: This multicomponent dementia education and support program incorporating 360-degree video-based VR activities can improve dementia knowledge, positive attitudes toward people with dementia, and self-efficacy in managing BPSD, and reduce caregiver burden among dementia family caregivers. This study was registered at ClinicalTrials.gov (NCT05475002).",Sung HC; Su HF; Lee WL; Chin MY; Wang HM; Huang HJ; Chu CH,2026,International psychogeriatrics,Journal Article,10.1016/j.inpsyc.2026.100202,41791987,TRUE,NA,NA,NA,NA,,,excluded,wrong_population,medium,"VR intervention targets caregivers, staff, students, or the public rather than people with dementia",dementia_population; vr_technology; psychosocial_component; intervention_language; non_patient_target; title_dementia_population; patient_participant_phrase,no,curated_title_abstract_review,,no
